X,Y,FID,ID,Year,Reported_D,Reported_T,Reported_W,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Of,Bicycle_St,Bicycle_Va,Bicycle_Ma,Bicycle_Mo,Bicycle_Ty,Bicycle_Fr,Bicycle_Co,Bicycle_Sp,Ottawa_Nei,Ottawa_N_1,Ottawa_N_2,Census_Tra,Census_T_1,X_Coordina,Y_Coordina
-8425171.30979683,5684605.0782605,2316,3619,2020,2020/12/03 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/25 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1200,GIANT,ESCAPE 2,HYBRID,MEN'S,BLACK GREEN,21,Glebe - Dows Lake,Sector 22,Central,5050018,18,368637.2381,5029141.3399
-8424433.52026926,5685080.06897126,2317,3621,2020,2020/12/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/30 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT >BICYCLE,RECOVERED,8000,CERVELLO,T56,RACER,MEN'S,BLACK LIGHT GREEN,0,Lowertown,Sector 24,Central,5050016,16,369152.7129,5029479.5581
-8403128.5426421,5691655.4855577,2318,3654,2020,2020/12/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/30 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,N/A,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLACK YELLOW,0,Glebe - Dows Lake,Sector 22,Central,5050171.09,171.09,384077.3331,5034257.6072
-8425171.30979683,5684605.0782605,2319,3797,2020,2020/12/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,N/A,CCM,N/A,HYBRID,MEN'S,BLUEBLACK,20,Old Ottawa East,Sector 22,Central,5050018,18,368637.2381,5029141.3399
-8403128.5426421,5691655.4855577,2320,3800,2020,2020/12/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/30 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,RECOVERED,N/A,UNKNOWN,N/A,OTHER,WOMEN'S,BLUEGRAY,0,Portobello South,Sector 31,East,5050171.09,171.09,384077.3331,5034257.6072
-8423848.08851147,5690043.10473122,2321,3980,2020,2020/12/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,N/A,ECLIPSE,N/A,HYBRID,UNISEX,GRAY,1,Portobello South,Sector 31,East,5050052,52,369528.649,5032961.509
-8423142.18533444,5681516.35783779,2322,3248,2020,2020/11/30 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/11/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,1100,DEVINCI,CAMELEON 3,MOUNTAIN,MEN'S, WHITE,27,Billings Bridge - Alta Vista,Sector 34,East,5050005,5,370086.7211,5026990.537
-8423897.24401542,5690791.76475816,2323,3779,2020,2020/11/28 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/11/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,3500,G.T.,HELION,MOUNTAIN,MEN'S,BLUE,11,Vanier North,Sector 25,Central,5050104,104,369488.7071,5033485.594
-8423897.24401542,5690791.76475816,2324,4116,2020,2020/11/28 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/11/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,N/A,RALEIGH,N/A,RACER,MEN'S,N/A,0,Vanier North,Sector 25,Central,5050104,104,369488.7071,5033485.594
-8424520.86554886,5688655.58164065,2325,3987,2020,2020/11/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/20 00:00:00+00,1899/12/30 00:00:00+00,Friday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,300,SUPE,N/A,MOUNTAIN,MEN'S,GRAY,7,Sandy Hill,Sector 24,Central,5050051,51,369065.7079,5031984.58
-8424520.86554886,5688655.58164065,2326,4272,2020,2020/11/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/20 00:00:00+00,1899/12/30 00:00:00+00,Friday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,300,RALEIGH,N/A,TOURING,WOMEN'S,RED,10,Kanata Lakes - Arcardia,Sector 13,West,5050051,51,369065.7079,5031984.58
-8452048.97330674,5672363.89715002,2327,4340,2020,2020/11/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/27 00:00:00+00,1899/12/30 00:00:00+00,Friday,SCHOOLS DURING NOT SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,300,SPECIALIZED,UNKNOWN,REGULAR,MEN'S,SILK,0,Sandy Hill,Sector 24,Central,5050160.07,160.07,349795.7813,5020391.8133
-8432834.73018624,5683371.87526012,2328,3568,2020,2020/11/25 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/19 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,N/A,ROCKY MOUNTAIN,SHERPA 30,TOURING,UNISEX,BLACK,27,Laurentian,Sector 14,West,5050033.01,33.01,363255.6901,5028224.5499
-8425130.73136606,5688977.24372569,2329,3978,2020,2020/11/24 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/20 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1500,OPUS,CITATO 3.0,HYBRID,UNISEX,GRAY,9,Sandy Hill,Sector 24,Central,5050051,51,368634.706,5032205.583
-8429174.57384498,5685743.21375796,2330,4043,2020,2020/11/22 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/11/08 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,RECOVERED,N/A,RALEIGH,CADENT 2,HYBRID,MEN'S,GREEN,18,Hintonburg - Mechanicsville,Sector 21,Central,5050043,43,365814.0751,5029911.171
-8423996.31362881,5681947.34339109,2331,3567,2020,2020/11/20 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,350,MONGOOSE,MACK MAG,MOUNTAIN,MEN'S,BLACK,21,Carson Grove - Carson Meadows,Sector 32,East,5050004,4,369482.7181,5027286.54
-8419484.57982064,5691681.51770738,2332,4115,2020,2020/11/20 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/10/28 00:00:00+00,1899/12/30 00:00:00+00,Friday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,750,LOUIS GARNEAU,N/A,HYBRID,WOMEN'S,N/A,0,Billings Bridge - Alta Vista,Sector 34,East,5050062.01,62.01,372583.214,5034141.4679
-8426130.17436774,5686537.03655694,2333,3247,2020,2020/11/19 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,600,JAMIS,VENTURA,REGULAR,WOMEN'S, WHITE,1,Britannia Village,Sector 14,West,5050038,38,367949.305,5030488.615
-8427624.29599661,5686472.01889745,2334,3566,2020,2020/11/19 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,550,CCM,DUAL SUSPENSION,MOUNTAIN,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050041,41,366899.1871,5030432.6019
-8437702.06290929,5679194.54706418,2335,3977,2020,2020/11/19 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/04 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,N/A,REGULAR,MEN'S,GRAY,6,West Centretown,Sector 22,Central,5050030,30,359857.674,5025264.5219
-8420818.34688291,5688889.48831952,2336,3276,2020,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,160,BIANCHI,AVENUE,HYBRID,MEN'S,BLACK,12,Overbrook - McArthur,Sector 25,Central,5050012,12,371666.7181,5032175.577
-8426977.2373353,5687973.9362072,2337,3565,2020,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OPEN AREAS,THEFT <BICYCLE,STOLEN,200,KHS,N/A,REGULAR,MEN'S,BLACK,0,Overbrook - McArthur,Sector 25,Central,5050048,48,367343.703,5031489.5781
-8425193.05235794,5687877.47579771,2338,3645,2020,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,N/A,TOMMASO,N/A,MOUNTAIN,WOMEN'S,BLACK RED,21,Overbrook - McArthur,Sector 25,Central,5050049,49,368598.7079,5031434.5759
-8420818.34688291,5688889.48831952,2339,3657,2020,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,50,UNKNOWN,N/A,MOUNTAIN,MEN'S,BLUE,10,Centretown,Sector 23,Central,5050012,12,371666.7181,5032175.577
-8420818.34688291,5688889.48831952,2340,4114,2020,2020/11/18 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,ALTIMA,RED BMX,BMX,CHILD'S,N/A,0,Centretown,Sector 23,Central,5050012,12,371666.7181,5032175.577
-8427802.63167263,5687210.06007637,2341,3246,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/23 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,50,GT,SADDLEBACK,MOUNTAIN,UNISEX, WHITE,1,Centretown,Sector 22,Central,5050048,48,366768.7019,5030948.5729
-8424520.86554886,5688655.58164065,2342,3564,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,100,N/A,N/A,MOUNTAIN,MEN'S,BLACK,0,Bayshore - Belltown,Sector 14,West,5050051,51,369065.7079,5031984.58
-8438931.04893159,5677380.77349051,2343,3622,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/06/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,N/A,CCM,N/A,MOUNTAIN,MEN'S,BLACK PINK,21,Byward Market,Sector 24,Central,5050138,138,359003.7566,5023984.7683
-8427802.63167263,5687210.06007637,2344,3671,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/23 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,700,GIANT,N/A,MOUNTAIN,MEN'S,BLUE,9,Centretown,Sector 22,Central,5050048,48,366768.7019,5030948.5729
-8423039.45759842,5683067.07225202,2345,4042,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,1600,CANNONDALE,QUICK DISK 1WB2,REGULAR,WOMEN'S,GREEN,20,Billings Bridge - Alta Vista,Sector 34,East,5050005,5,370147.7189,5028078.546
-8426087.55952887,5690173.11927015,2346,4360,2020,2020/11/17 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,200,RALEIGH,TRIUMPH,HYBRID,WOMEN'S,TRQ,0,Sandy Hill,Sector 24,Central,5050055,55,367953.7019,5033036.5921
-8429928.5146014,5682505.645355,2347,3563,2020,2020/11/16 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,SPECIALIZED,SIRRUS,MOUNTAIN,MEN'S,BLACK,12,Bridlewood - Emerald Meadows,Sector 13,West,5050021,21,365305.6989,5027636.5441
-8422333.64131519,5679718.28240311,2348,4142,2020,2020/11/16 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Carlington,Sector 21,Central,5050001.01,1.01,370668.7249,5025735.5271
-8444065.38927315,5668549.50574162,2349,4271,2020,2020/11/16 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/11/08 00:00:00+00,1899/12/30 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,N/A,G.T.,VERB ELITE,MOUNTAIN,MEN'S,RED,21,Ledbury - Heron Gate - Ridgemont,Sector 34,East,5050161.04,161.04,355439.6211,5017756.463
-8418423.82172937,5684200.3998935,2350,3151,2020,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Sunday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,200,SUPERCYCLE,N/A,REGULAR,UNISEX, ORANGE,0,Glebe - Dows Lake,Sector 22,Central,5050009,9,373385.7321,5028907.5479
-8426986.12330288,5685208.59535365,2351,3562,2020,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/11/14 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,STOLEN,300,N/A,N/A,MOUNTAIN,MEN'S,BLACK,24,Elmvale - Canterbury,Sector 33,East,5050036,36,367356.706,5029551.56
-8425193.05235794,5687877.47579771,2352,4124,2020,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/11/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050049,49,368598.7079,5031434.5759
-8426004.03069387,5688994.65372728,2353,3561,2020,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,BAR OR RESTAURANT,THEFT <BICYCLE,STOLEN,3000,SCOTT,SPARK,MOUNTAIN,MEN'S,BLACK,27,Sandy Hill,Sector 24,Central,5050054,54,368020.7041,5032211.5841
-8426224.42131837,5687723.78386765,2354,3976,2020,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,RECOVERED,400,GIANT,CYPRESS,HYBRID,MEN'S,GRAY,21,Byward Market,Sector 24,Central,5050037,37,367874.7049,5031319.5759
-8425711.94785654,5688756.19793383,2355,4171,2020,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/11/13 00:00:00+00,1899/12/30 00:00:00+00,Friday,OTHER NON COMMERCIAL/CORPORATE PLACES/ GOVT BLDG,THEFT <BICYCLE,STOLEN,800,TOWNIE ELECTRA,7D,TOURING,UNISEX,OTHER,7,Centretown,Sector 23,Central,5050054,54,368227.7049,5032046.5819
-8430424.23289249,5684939.73246394,2356,3150,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/10/31 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,195,NITRO XT,N/A,REGULAR,MEN'S, ORANGE,21,Old Ottawa East,Sector 22,Central,5050045,45,364940.697,5029339.56
-8425245.86430408,5689170.70282136,2357,3262,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,1000,COMMENCAL,N/A,MOUNTAIN,MEN'S, WHITE BLUE,0,Sandy Hill,Sector 24,Central,5050053,53,368552.4011,5032340.3019
-8424157.28964703,5686531.82150588,2358,3559,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,200,TREK,N/A,MOUNTAIN,UNISEX,BLACK,18,Centretown,Sector 23,Central,5050015,15,369336.5441,5030499.0249
-8428710.78343014,5686066.17480689,2359,3986,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,850,TREK,FX STAGGER,HYBRID,UNISEX,GRAY,21,Hintonburg - Mechanicsville,Sector 21,Central,5050041,41,366138.006,5030140.6879
-8425876.65542587,5687651.77869264,2360,4065,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/10/21 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,150,ROCKY MOUNTAIN,METRO (METROPOL,REGULAR,UNISEX,LIGHT GREEN,21,West Centretown,Sector 22,Central,5050037,37,368119.706,5031271.5751
-8426486.16654035,5687149.86938243,2361,4129,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/06 00:00:00+00,1899/12/30 00:00:00+00,Thursday,PHARMACY *,THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,West Centretown,Sector 22,Central,5050038,38,367694.7049,5030915.5721
-8428710.78343014,5686066.17480689,2362,4205,2020,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/11/12 00:00:00+00,1899/12/30 00:00:00+00,Thursday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,KINK,BMX,BMX,UNISEX,PURPLE,1,Centretown,Sector 23,Central,5050041,41,366138.006,5030140.6879
-8427367.65636717,5687184.34847588,2363,3102,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/10/01 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,UNKNOWN,MOUNTAIN,MEN'S, DARK BLUE SILK,0,Centretown,Sector 23,Central,5050048,48,367074.703,5030933.5729
-8424545.85050096,5691233.86589675,2364,3149,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/08/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT >BICYCLE,STOLEN,5400,LAPIERRE,ZESTY 427,MOUNTAIN,MEN'S, ORANGE,1,Britannia Village,Sector 14,West,5050057,57,369029.7041,5033790.597
-8425297.73402007,5686207.13935132,2365,3560,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,NORHROCK,CTM,HYBRID,MEN'S,BLACK,21,Glebe - Dows Lake,Sector 22,Central,5050036,36,368536.9619,5030263.314
-8429966.80309353,5681474.85482785,2366,3597,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/10/10 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,700,GIANT,ESCAPE 3 2018,HYBRID,MEN'S,BLACK BEIGE,0,Lindenlea - New Edinburgh,Sector 25,Central,5050021,21,365285.7,5026913.5381
-8424880.29019778,5685338.85139306,2367,3975,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/07 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,440,REGAL BICYCLES,THE NOVA,HYBRID,MEN'S,GRAY,0,Carlington,Sector 21,Central,5050018,18,368836.6789,5029657.7389
-8436459.6776155,5679559.99433713,2368,3991,2020,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/11/11 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,900,GARY FISHER,TREK BODEGA,HYBRID,MEN'S,GRAYBLACK,21,Glebe - Dows Lake,Sector 22,Central,5050030,30,360729.6781,5025528.5249
-8414774.80334226,5671309.00412416,2369,3100,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,168,YEPER,N/A,MOUNTAIN,MEN'S, DARK BLUE,1,Hintonburg - Mechanicsville,Sector 21,Central,5050126.03,126.03,376054.2083,5019892.8717
-8429325.8026305,5684715.14143651,2370,3148,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/09/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,500,GARY FISHER,PIRANHA,HYBRID,MEN'S, ORANGE,1,Glebe - Dows Lake,Sector 22,Central,5050043,43,365714.7,5029189.5581
-8429190.85030585,5684996.31306495,2371,3152,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,2300,GT HELION ELITE,HELION ELITE,MOUNTAIN,MEN'S, ORANGE,27,Glebe - Dows Lake,Sector 22,Central,5050043,43,365807.7,5029387.56
-8424549.89093374,5689997.61834316,2372,3556,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/27 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,N/A,NORCO,N/A,REGULAR,MEN'S,BLACK,10,Lowertown,Sector 24,Central,5050053,53,369035.706,5032924.589
-8425770.7579744,5688849.5675432,2373,3557,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/02 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,500,TRK,SX2,MOUNTAIN,MEN'S,BLACK,7,Findlay Creek,Sector 35,East,5050054,54,368185.7049,5032111.583
-8425770.7579744,5688849.5675432,2374,3558,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/09 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,500,EURO BIKE,ROAD BIKE,RACER,MEN'S,BLACK,21,West Centretown,Sector 22,Central,5050054,54,368185.7049,5032111.583
-8429190.85030585,5684996.31306495,2375,3670,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/07 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,CCM,KROSSPORT,HYBRID,WOMEN'S,BLUE,7,Sandy Hill,Sector 24,Central,5050043,43,365807.7,5029387.56
-8426529.62734225,5684783.15854969,2376,3777,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/30 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,450,RALEIGH,PRESTON,HYBRID,MEN'S,BLUE,1,Glebe - Dows Lake,Sector 22,Central,5050019,19,367680.7079,5029256.557
-8426604.17520271,5685437.34195319,2377,3970,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/24 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,400,KVS,N/A,HYBRID,WOMEN'S,GRAY,1,Glebe - Dows Lake,Sector 22,Central,5050036,36,367623.7071,5029714.5619
-8428094.7527374,5686572.2185526,2378,3971,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/10/26 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1200,DAVINCI,UNKNOWN,REGULAR,WOMEN'S,GRAY,28,Old Ottawa South,Sector 22,Central,5050041,41,366567.7019,5030499.569
-8426421.03323101,5685121.62241362,2379,3972,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/05 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,RECOVERED,N/A,TREK,7.5,HYBRID,WOMEN'S,GRAY,18,Sandy Hill,Sector 24,Central,5050036,36,367754.7079,5029494.5589
-8426421.03323101,5685121.62241362,2380,3973,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/05 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,RECOVERED,N/A,TREK,8.2,HYBRID,MEN'S,GRAY,18,Hintonburg - Mechanicsville,Sector 21,Central,5050036,36,367754.7079,5029494.5589
-8425911.40588027,5683615.71619475,2381,3974,2020,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/11/10 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,900,ECLIPSE,N/A,HYBRID,MEN'S,GRAY,18,Hintonburg - Mechanicsville,Sector 21,Central,5050017,17,368123.7101,5028442.5499
